Time,FP1,AFF5,AFz,F1,FC5,FC1,T7,C3,Cz,CP5,CP1,P7,P3,Pz,POz,O1,FP2,AFF6,F2,FC2,FC6,C4,T8,CP2,CP6,P4,P8,O2,HEOG,VEOG,
-0.1,2.100761537e-06,-5.839604620e-06,3.761271206e-06,1.699917507e-06,1.006984999e-06,5.213179296e-07,4.173017589e-06,2.720554413e-06,2.129597197e-06,3.336610681e-06,7.304992534e-07,3.070260301e-06,2.991366161e-06,2.817182419e-06,2.365730702e-06,4.272878565e-07,4.114103669e-06,4.104107547e-06,3.483889367e-06,2.839790763e-06,1.067930115e-06,4.192919006e-06,1.690415527e-07,9.599285150e-06,1.798841656e-06,2.864575798e-06,1.515988706e-08,2.999090974e-06,2.089805503e-05,9.052605215e-06
-0.095,1.364857372e-05,-5.387684074e-06,1.030973022e-05,4.079000266e-06,8.204928417e-07,2.334476213e-06,6.705697100e-06,5.074030381e-06,3.566134118e-06,5.655384413e-06,4.134847637e-06,5.134009640e-06,5.039153283e-06,3.759459544e-06,4.260908155e-06,2.865599587e-06,1.781355318e-05,1.014415338e-05,7.098944441e-06,5.728672164e-06,9.772979306e-07,9.607041459e-06,3.652094193e-07,1.616336580e-05,2.727340196e-06,4.370505472e-06,4.346450222e-07,3.610251420e-06,1.021615776e-04,4.322943963e-05
-0.09,2.509913220e-05,5.809673475e-06,1.290787633e-05,5.124975283e-06,-1.641497466e-06,1.877939768e-06,3.094478431e-06,3.382622562e-06,1.126069372e-06,2.742469935e-06,3.655827469e-06,2.382063162e-06,2.650444373e-06,1.361682144e-06,2.990686813e-06,5.124294796e-06,2.794159665e-05,1.263922853e-05,7.310870654e-06,4.721712531e-06,2.721336541e-06,7.333819144e-06,2.263154860e-06,1.311595835e-05,1.276671589e-06,2.305575409e-06,6.565098452e-07,-5.763076668e-07,2.485625323e-05,6.994937646e-05
-0.085,3.283231706e-05,1.416231995e-05,1.635938551e-05,7.764596366e-06,-1.674180991e-06,1.070542271e-06,1.447771176e-06,3.011254190e-06,1.021498198e-07,1.158418001e-06,1.709642494e-08,1.925512139e-07,1.151718226e-06,7.916024612e-07,1.766835998e-06,4.863267835e-06,3.585784692e-05,1.820900354e-05,9.939354232e-06,5.178223475e-06,9.497895310e-06,4.140301287e-06,6.032858742e-06,1.316040229e-05,1.498002954e-06,1.614001743e-06,1.060288430e-06,-3.503694543e-06,-7.632810502e-05,7.149095152e-05
-0.08,3.404150904e-05,1.786385605e-05,1.851892347e-05,9.812007340e-06,1.236773899e-06,1.174332485e-06,1.127147865e-06,3.304340271e-06,7.668495953e-07,6.239486556e-07,-3.373450415e-06,-1.346804334e-06,1.699758869e-07,4.683479997e-07,-4.571028535e-08,1.819220846e-06,3.881514121e-05,2.242180319e-05,1.176043371e-05,6.019492804e-06,1.538322178e-05,1.997706196e-06,7.841547640e-06,1.031346899e-05,2.511933330e-06,1.166396149e-06,1.774739491e-06,-5.526732629e-06,-9.910323646e-07,5.738693317e-05
-0.075,3.038574800e-05,1.500911507e-05,1.920766955e-05,1.006101438e-05,5.567681994e-06,2.478138781e-06,2.683158681e-06,4.217045931e-06,2.615453148e-06,1.709370381e-06,-3.691108573e-06,-8.836838314e-07,6.637978751e-07,6.907475960e-07,-9.452278495e-07,-1.738511611e-06,3.718704449e-05,2.257280314e-05,1.163301784e-05,6.646861162e-06,1.530160012e-05,3.077891544e-06,5.226988883e-06,7.499593631e-06,3.597382137e-06,1.595311026e-06,2.096587959e-06,-5.865250666e-06,8.480940816e-05,6.652115794e-05
-0.07,2.648679581e-05,1.193169843e-05,1.790812416e-05,8.819742961e-06,8.644935247e-06,5.292045630e-06,3.595553584e-06,4.594396588e-06,3.656680752e-06,2.794395400e-06,5.478062970e-09,4.147612309e-07,1.727205324e-06,9.057679970e-07,-3.519782734e-07,-2.455509876e-06,3.328699291e-05,1.838279463e-05,9.377247604e-06,5.882641222e-06,9.827767962e-06,4.777788468e-06,2.879751416e-07,3.105114458e-06,3.713859315e-06,2.170168032e-06,1.615085647e-06,-5.746123662e-06,9.615267871e-06,7.497340272e-05
-0.065,2.537778704e-05,1.203007729e-05,1.601823954e-05,8.410892334e-06,9.874954167e-06,9.792074763e-06,3.552395533e-06,5.051643630e-06,4.034603524e-06,3.919034236e-06,6.441533105e-06,2.186973280e-06,3.517926214e-06,2.180707327e-06,2.417390183e-06,1.108331392e-06,3.076907105e-05,1.490366092e-05,8.061189824e-06,5.269766462e-06,5.438934793e-06,5.444388634e-06,-2.096772349e-06,-2.104495639e-06,3.895009161e-06,3.459319703e-06,9.357713832e-07,-4.658549020e-06,-7.114857091e-05,6.128494478e-05
-0.06,2.565235066e-05,1.437397699e-05,1.383266839e-05,9.286420798e-06,9.921195483e-06,1.427698090e-05,2.774547860e-06,5.581529315e-06,4.463947942e-06,4.781077405e-06,1.254631981e-05,3.566766103e-06,5.228280592e-06,4.195494482e-06,5.824105704e-06,6.349281249e-06,3.004180483e-05,1.516780488e-05,8.806918249e-06,6.044144614e-06,6.233379745e-06,5.000541927e-06,2.656567822e-07,-9.342537841e-06,4.946275521e-06,5.082849716e-06,1.092258194e-06,-2.602703121e-06,-3.892465183e-06,3.269192181e-05
-0.055,2.375838438e-05,1.369096648e-05,1.101631868e-05,9.349320366e-06,9.234827568e-06,1.523815665e-05,2.232000077e-06,5.356970332e-06,5.078037544e-06,4.906858361e-06,1.485281730e-05,3.852768446e-06,5.597305522e-06,5.479306709e-06,7.203181898e-06,8.217649221e-06,2.832959938e-05,1.724858330e-05,9.935434293e-06,7.759585934e-06,9.616396039e-06,5.287589906e-06,4.774313240e-06,-1.685891538e-05,6.385566962e-06,6.136141255e-06,2.202509878e-06,-2.390852380e-07,7.778679163e-05,3.782217286e-05
-0.05,1.808008938e-05,7.848768004e-06,7.221590751e-06,6.357717564e-06,7.230478836e-06,1.057549958e-05,1.803990977e-06,3.192429419e-06,4.791206215e-06,3.411370015e-06,1.197650674e-05,2.321843992e-06,3.453528895e-06,4.371505404e-06,4.788605808e-06,4.080180943e-06,2.254102356e-05,1.610564305e-05,8.586153297e-06,8.148935897e-06,9.756174183e-06,6.793000715e-06,7.247281068e-06,-2.147129375e-05,6.501868158e-06,5.465640542e-06,3.213435615e-06,1.000347910e-06,1.076071910e-05,3.625687664e-05
-0.045,1.011769679e-05,1.753584207e-07,3.326682128e-06,1.286083174e-06,3.735036298e-06,2.710027136e-06,8.906099353e-07,-3.586682028e-07,3.132925973e-06,6.205000957e-07,6.136968766e-06,-4.967799834e-07,-3.440514201e-07,1.433918563e-06,5.689411710e-08,-3.010165025e-06,1.277138959e-05,9.824738975e-06,4.506328062e-06,5.921174791e-06,5.045307309e-06,7.753627980e-06,6.398317676e-06,-2.021735044e-05,4.512270103e-06,3.276366822e-06,3.010018253e-06,1.015569848e-06,-9.564303519e-05,1.378133594e-05
-0.04,2.014343567e-06,-4.087849290e-06,4.068141294e-07,-2.370600758e-06,7.173953213e-08,-2.885303872e-06,-7.707208574e-07,-3.062668618e-06,1.200605785e-06,-1.821371432e-06,1.584395658e-06,-2.854080918e-06,-3.215223689e-06,-8.926267999e-07,-3.411450176e-06,-6.919243566e-06,1.906892322e-06,1.448676832e-06,1.428246342e-07,2.147077008e-06,-3.517219660e-07,5.703012520e-06,4.155870758e-06,-1.378377610e-05,1.454435810e-06,9.928162642e-07,1.518248886e-06,1.348744654e-06,-2.532420979e-05,-1.517474753e-05
-0.035,-5.958276015e-06,-3.779103607e-06,-1.926755736e-06,-2.630125756e-06,-1.922143269e-06,-3.113677856e-06,-2.583921955e-06,-3.271172586e-06,4.226068042e-07,-2.510117323e-06,6.213433626e-07,-3.268743180e-06,-3.297131026e-06,-9.054530809e-07,-3.468793735e-06,-4.891928924e-06,-7.768682840e-06,-5.063825254e-06,-2.490079537e-06,-1.093538849e-06,-2.296171996e-06,2.815556921e-07,2.242670821e-06,-6.055844235e-06,-1.017555594e-06,-2.501251443e-07,-4.576958646e-07,3.286883084e-06,7.485680527e-05,-1.922514785e-05
-0.03,-1.483041221e-05,-2.695825254e-06,-5.484929010e-06,-1.490769392e-06,-1.923310448e-06,-6.050453920e-07,-3.659676548e-06,-1.854274226e-06,6.153527113e-07,-1.892210594e-06,1.293885874e-06,-2.131218584e-06,-1.520604595e-06,4.105760359e-07,-1.540928625e-06,-6.535669625e-07,-1.679193256e-05,-9.454837909e-06,-4.169943974e-06,-3.074696798e-06,-2.126459621e-06,-5.928250958e-06,-1.496956681e-08,-5.101370666e-07,-2.385732495e-06,-8.219469749e-07,-2.147105182e-06,5.907044069e-06,-7.400417185e-06,-1.593430212e-05
-0.025,-2.461046139e-05,-4.760912120e-06,-1.136703286e-05,-2.618883507e-06,-1.558649476e-06,-7.476051189e-07,-3.677817611e-06,-1.244003789e-06,6.941436647e-08,-1.740008236e-06,-3.838865480e-07,-1.276327293e-06,-6.110525055e-07,6.243034452e-07,-7.503693690e-07,-7.447962916e-08,-2.705395435e-05,-1.456038617e-05,-7.058775811e-06,-4.823727419e-06,-4.629612536e-06,-9.564584357e-06,-3.881793957e-06,2.624946501e-06,-3.390429310e-06,-1.935226794e-06,-3.210737111e-06,6.879625242e-06,-1.088361823e-04,-5.295811182e-05
-0.02,-3.374433147e-05,-9.731205403e-06,-1.839705280e-05,-7.104719126e-06,-2.690863003e-06,-5.593175824e-06,-3.172866768e-06,-2.713368215e-06,-2.351770859e-06,-3.044618593e-06,-5.829542180e-06,-1.814269545e-06,-2.016299252e-06,-1.285137061e-06,-2.267732021e-06,-4.097128669e-06,-3.886592921e-05,-2.186203679e-05,-1.165875363e-05,-7.425680620e-06,-1.133177857e-05,-9.660007420e-06,-8.367776089e-06,5.112369020e-06,-4.735080383e-06,-4.042019984e-06,-3.463017646e-06,5.204908057e-06,-1.420490699e-05,-7.790099466e-05
-0.015,-4.124505378e-05,-1.464219893e-05,-2.441645167e-05,-1.261110516e-05,-5.795077110e-06,-1.184044129e-05,-3.123000077e-06,-5.334499303e-06,-5.887149686e-06,-5.006923855e-06,-1.213757566e-05,-2.868535884e-06,-4.465576667e-06,-4.094181460e-06,-4.354325351e-06,-7.490252092e-06,-5.049261219e-05,-2.946964756e-05,-1.628589450e-05,-1.075005952e-05,-1.808514968e-05,-8.659161324e-06,-1.069296276e-05,7.149981250e-06,-6.365110986e-06,-6.436709295e-06,-2.868073346e-06,2.320474471e-06,9.121230899e-05,-9.578837191e-05
-0.01,-4.855620815e-05,-1.860828974e-05,-2.907704183e-05,-1.684389717e-05,-1.034380056e-05,-1.528518210e-05,-4.297926364e-06,-7.841054109e-06,-9.060830826e-06,-6.405456666e-06,-1.531737508e-05,-2.897700086e-06,-5.904534144e-06,-6.416997470e-06,-5.125464298e-06,-5.362513193e-06,-6.066376985e-05,-3.512401645e-05,-1.962896827e-05,-1.414590436e-05,-2.033070753e-05,-1.007203609e-05,-9.722001372e-06,6.338047527e-06,-8.142590229e-06,-8.476880634e-06,-2.094938397e-06,5.300329460e-08,9.789088502e-06,-8.711571856e-05
-0.005,-5.834974127e-05,-2.430409168e-05,-3.454976885e-05,-2.066626436e-05,-1.617154036e-05,-1.618894052e-05,-6.756919827e-06,-1.070186810e-05,-1.165519731e-05,-7.433550629e-06,-1.479867507e-05,-1.946533775e-06,-6.247950162e-06,-8.663476658e-06,-5.248374324e-06,3.055363726e-07,-7.054083639e-05,-3.976976429e-05,-2.274417188e-05,-1.772069536e-05,-1.929516906e-05,-1.494661754e-05,-7.748425363e-06,8.396480849e-07,-1.052077052e-05,-1.053372489e-05,-2.552143440e-06,-1.843286067e-06,-8.717365359e-05,-1.182618561e-04
0,-7.140941473e-05,-3.395192577e-05,-4.293947062e-05,-2.668896745e-05,-2.343073791e-05,-1.886995565e-05,-9.695186198e-06,-1.537912577e-05,-1.469662820e-05,-9.421916587e-06,-1.393038740e-05,-1.818403543e-06,-7.334056782e-06,-1.206726596e-05,-6.900815749e-06,2.419865495e-06,-8.230148885e-05,-4.645851464e-05,-2.767508889e-05,-2.213024839e-05,-2.090874660e-05,-2.077750451e-05,-8.035228953e-06,-7.174068843e-06,-1.386939598e-05,-1.318792513e-05,-5.136939792e-06,-5.145155972e-06,-3.907799981e-06,-1.535568231e-04
0.005,-8.535885755e-05,-4.508573099e-05,-5.338694409e-05,-3.516464626e-05,-3.098364747e-05,-2.599327363e-05,-1.182820375e-05,-2.160227756e-05,-1.850598643e-05,-1.272420595e-05,-1.596978682e-05,-3.765575400e-06,-1.015083067e-05,-1.615238038e-05,-1.034537342e-05,-2.817410827e-06,-9.603201867e-05,-5.585115794e-05,-3.453322936e-05,-2.718098480e-05,-2.844435886e-05,-2.414713135e-05,-1.114686093e-05,-1.257225650e-05,-1.733599880e-05,-1.581080165e-05,-8.885140490e-06,-1.023932411e-05,8.977779857e-05,-1.608622027e-04
0.01,-9.686519742e-05,-5.204625392e-05,-6.246890599e-05,-4.266899278e-05,-3.579616340e-05,-3.460805555e-05,-1.227768169e-05,-2.644716007e-05,-2.165928874e-05,-1.565640794e-05,-2.034093688e-05,-6.606872449e-06,-1.305955868e-05,-1.841087173e-05,-1.282289101e-05,-1.093362120e-05,-1.090419810e-04,-6.453845499e-05,-4.098188503e-05,-3.142763512e-05,-3.803900138e-05,-2.436906243e-05,-1.474548252e-05,-1.230214772e-05,-1.918198779e-05,-1.678607686e-05,-1.147613872e-05,-1.481881967e-05,1.438212999e-05,-1.608284036e-04
0.015,-1.047682247e-04,-5.199813942e-05,-6.758544819e-05,-4.555603481e-05,-3.506734393e-05,-3.881660356e-05,-1.131505210e-05,-2.695275917e-05,-2.251803629e-05,-1.614769466e-05,-2.337171945e-05,-7.812181276e-06,-1.351164709e-05,-1.710862426e-05,-1.156908797e-05,-1.390432588e-05,-1.187486918e-04,-6.891300368e-05,-4.483679134e-05,-3.359090282e-05,-4.287994776e-05,-2.406897818e-05,-1.693005360e-05,-8.858514063e-06,-1.863234035e-05,-1.545661584e-05,-1.151022605e-05,-1.620647217e-05,-7.198570972e-05,-1.784398382e-04
0.02,-1.106095249e-04,-4.829331293e-05,-6.941150925e-05,-4.403145688e-05,-2.918625968e-05,-3.590837196e-05,-1.011199198e-05,-2.340684597e-05,-2.137999618e-05,-1.418823205e-05,-2.228096581e-05,-6.365455757e-06,-1.118060987e-05,-1.371199121e-05,-7.274576107e-06,-9.092604449e-06,-1.256794633e-04,-6.986206334e-05,-4.637417861e-05,-3.397194415e-05,-4.110498187e-05,-2.592810243e-05,-1.853729421e-05,-8.105968115e-06,-1.696080657e-05,-1.327916397e-05,-9.986861326e-06,-1.445131438e-05,-8.043266458e-07,-2.168537025e-04
