Time,S1D1HbO,S1D1HbR,S1D1HbT,S2D2HbO,S2D2HbR,S2D2HbT,S3D3HbO,S3D3HbR,S3D3HbT,S4D4HbO,S4D4HbR,S4D4HbT,S5D5HbO,S5D5HbR,S5D5HbT,S6D6HbO,S6D6HbR,S6D6HbT,S7D7HbO,S7D7HbR,S7D7HbT,S8D8HbO,S8D8HbR,S8D8HbT,S9D9HbO,S9D9HbR,S9D9HbT,S10D10HbO,S10D10HbR,S10D10HbT,S11D11HbO,S11D11HbR,S11D11HbT,S12D12HbO,S12D12HbR,S12D12HbT,S13D13HbO,S13D13HbR,S13D13HbT,S14D14HbO,S14D14HbR,S14D14HbT,S15D15HbO,S15D15HbR,S15D15HbT,S16D16HbO,S16D16HbR,S16D16HbT,S17D17HbO,S17D17HbR,S17D17HbT,S18D18HbO,S18D18HbR,S18D18HbT,S19D19HbO,S19D19HbR,S19D19HbT,S20D20HbO,S20D20HbR,S20D20HbT,S21D21HbO,S21D21HbR,S21D21HbT,S22D22HbO,S22D22HbR,S22D22HbT,S23D23HbO,S23D23HbR,S23D23HbT,S24D24HbO,S24D24HbR,S24D24HbT,S25D25HbO,S25D25HbR,S25D25HbT,S26D26HbO,S26D26HbR,S26D26HbT,S27D27HbO,S27D27HbR,S27D27HbT,S28D28HbO,S28D28HbR,S28D28HbT,S29D29HbO,S29D29HbR,S29D29HbT,S30D30HbO,S30D30HbR,S30D30HbT,S31D31HbO,S31D31HbR,S31D31HbT,S32D32HbO,S32D32HbR,S32D32HbT,S33D33HbO,S33D33HbR,S33D33HbT,S34D34HbO,S34D34HbR,S34D34HbT,S35D35HbO,S35D35HbR,S35D35HbT,S36D36HbO,S36D36HbR,S36D36HbT,
-10,1.002987469e-03,6.559138663e-05,1.068578856e-03,3.700889295e-04,9.165128863e-05,4.617402181e-04,1.748275818e-03,1.716183705e-04,1.919894188e-03,4.268641743e-04,-1.749269464e-05,4.093714797e-04,6.876174193e-04,-3.500215243e-05,6.526152669e-04,5.686278691e-04,-4.720717733e-05,5.214206918e-04,6.289646364e-04,-9.021453070e-05,5.387501057e-04,1.510757444e-03,-6.653058634e-05,1.444226857e-03,6.628812153e-04,-7.373027749e-05,5.891509378e-04,1.084224807e-03,-7.394017843e-05,1.010284628e-03,4.577521663e-04,-3.127071812e-05,4.264814481e-04,1.474266717e-03,-5.505430171e-05,1.419212415e-03,9.462754650e-04,-1.464325685e-04,7.998428965e-04,1.374624196e-03,1.416253252e-05,1.388786729e-03,1.234000846e-03,1.903404524e-05,1.253034891e-03,1.113179371e-03,6.183112365e-05,1.175010495e-03,1.731657988e-03,8.010672869e-05,1.811764717e-03,4.256412440e-04,-7.487195888e-05,3.507692851e-04,1.128716855e-03,1.108817476e-04,1.239598602e-03,1.111802653e-03,-2.777301233e-05,1.084029641e-03,8.236280159e-04,9.868397910e-05,9.223119950e-04,2.244585435e-05,7.011659727e-07,2.314702032e-05,1.725879894e-04,1.741191213e-05,1.899999016e-04,2.756248546e-04,6.307480327e-06,2.819323349e-04,8.513052608e-04,-1.227693643e-05,8.390283243e-04,5.202953711e-04,-3.654051624e-06,5.166413195e-04,1.017332421e-03,3.804279150e-05,1.055375212e-03,8.100703267e-04,1.212621701e-04,9.313324968e-04,8.567250890e-04,4.353868092e-05,9.002637699e-04,1.067985236e-03,7.024659148e-05,1.138231828e-03,1.184739488e-03,6.581336852e-05,1.250552857e-03,1.376696007e-03,7.903066217e-05,1.455726669e-03,2.205973080e-03,2.314263547e-05,2.229115715e-03,1.221996512e-03,4.807120989e-05,1.270067722e-03,2.162117705e-03,1.519725798e-04,2.314090284e-03,1.315305948e-03,-2.183259108e-05,1.293473357e-03
-9.9,1.013838397e-03,6.963699356e-05,1.083475390e-03,3.987911188e-04,9.093700483e-05,4.897281236e-04,1.777260373e-03,1.767704180e-04,1.954030791e-03,4.463911745e-04,-1.577323208e-05,4.306179424e-04,7.003620918e-04,-3.589716472e-05,6.644649271e-04,5.726812547e-04,-5.135384515e-05,5.213274095e-04,6.405505192e-04,-9.349427181e-05,5.470562474e-04,1.497446699e-03,-6.568066758e-05,1.431766032e-03,6.971799398e-04,-7.582456045e-05,6.213553794e-04,1.087159252e-03,-7.434282424e-05,1.012816428e-03,4.400435109e-04,-2.859087864e-05,4.114526323e-04,1.496474485e-03,-6.095137255e-05,1.435523112e-03,9.874295570e-04,-1.474308693e-04,8.399986878e-04,1.394004421e-03,9.404338824e-06,1.403408759e-03,1.275586394e-03,2.208991427e-05,1.297676308e-03,1.137194706e-03,5.323723569e-05,1.190431942e-03,1.776068258e-03,6.858926942e-05,1.844657527e-03,4.402110474e-04,-7.256466231e-05,3.676463851e-04,1.152321993e-03,1.085804379e-04,1.260902431e-03,1.102436758e-03,-3.348879735e-05,1.068947960e-03,7.876101996e-04,9.939462463e-05,8.870048242e-04,1.503161638e-05,-5.260932106e-06,9.770684276e-06,1.707210671e-04,2.457579073e-05,1.952968579e-04,2.668535754e-04,1.286288981e-06,2.681398643e-04,8.519547802e-04,-1.665440031e-05,8.353003799e-04,5.419645572e-04,-5.476309238e-06,5.364882479e-04,1.048090883e-03,2.637472044e-05,1.074465603e-03,8.602908125e-04,1.183616301e-04,9.786524426e-04,8.943968115e-04,4.124220438e-05,9.356390159e-04,1.092226310e-03,6.927164337e-05,1.161497953e-03,1.212555963e-03,6.164363526e-05,1.274199598e-03,1.399628622e-03,7.457861617e-05,1.474207239e-03,2.188409213e-03,1.935350587e-05,2.207762718e-03,1.235616698e-03,3.797816605e-05,1.273594864e-03,2.166089270e-03,1.478041572e-04,2.313893427e-03,1.335256884e-03,-2.532523864e-05,1.309931645e-03
-9.8,1.021525760e-03,7.358583686e-05,1.095111597e-03,4.226748317e-04,8.990724042e-05,5.125820721e-04,1.801530827e-03,1.814166683e-04,1.982947495e-03,4.594832484e-04,-1.431388733e-05,4.451693611e-04,7.068519729e-04,-3.691470351e-05,6.699372693e-04,5.730730015e-04,-5.548523922e-05,5.175877623e-04,6.490565866e-04,-9.670542992e-05,5.523511567e-04,1.478688605e-03,-6.453352020e-05,1.414155084e-03,7.263348072e-04,-7.807240540e-05,6.482624018e-04,1.084601788e-03,-7.454909146e-05,1.010052697e-03,4.192152268e-04,-2.598023513e-05,3.932349917e-04,1.512004053e-03,-6.692277674e-05,1.445081276e-03,1.022692718e-03,-1.477514946e-04,8.749412230e-04,1.407856441e-03,4.587829909e-06,1.412444271e-03,1.312612482e-03,2.472446605e-05,1.337336948e-03,1.155057316e-03,4.450287081e-05,1.199560187e-03,1.812434367e-03,5.697017058e-05,1.869404538e-03,4.490237052e-04,-7.086031492e-05,3.781633903e-04,1.169607266e-03,1.059154710e-04,1.275522737e-03,1.089135449e-03,-3.965808863e-05,1.049477361e-03,7.488069583e-04,9.965238535e-05,8.484593437e-04,4.006261092e-06,-1.126354059e-05,-7.257279498e-06,1.695285691e-04,3.167282631e-05,2.012013954e-04,2.549104005e-04,-3.523636512e-06,2.513867639e-04,8.467879881e-04,-2.078193992e-05,8.260060482e-04,5.603728686e-04,-7.488694134e-06,5.528841745e-04,1.072237029e-03,1.465143154e-05,1.086888461e-03,9.056190004e-04,1.153932340e-04,1.021012234e-03,9.284023476e-04,3.888755440e-05,9.672899020e-04,1.110610227e-03,6.805692886e-05,1.178667156e-03,1.235714134e-03,5.726247943e-05,1.292976613e-03,1.415284686e-03,6.958184154e-05,1.484866527e-03,2.162344848e-03,1.567617298e-05,2.178021021e-03,1.243862331e-03,2.759577461e-05,1.271458105e-03,2.161534619e-03,1.427097764e-04,2.304244396e-03,1.350111736e-03,-2.910707814e-05,1.321004658e-03
-9.7,1.026259365e-03,7.744164139e-05,1.103701006e-03,4.417842499e-04,8.856456203e-05,5.303488119e-04,1.821233000e-03,1.855493458e-04,2.006782346e-03,4.661577615e-04,-1.311892983e-05,4.530388316e-04,7.071160831e-04,-3.804532432e-05,6.690707587e-04,5.697889587e-04,-5.958389573e-05,5.102050630e-04,6.544364728e-04,-9.982812362e-05,5.546083492e-04,1.454600612e-03,-6.312128797e-05,1.391479324e-03,7.502316607e-04,-8.045606052e-05,6.697756001e-04,1.076579720e-03,-7.457318065e-05,1.002006539e-03,3.955531942e-04,-2.344097282e-05,3.721122214e-04,1.520770887e-03,-7.290863361e-05,1.447862254e-03,1.051969572e-03,-1.473619086e-04,9.046076629e-04,1.416160180e-03,-2.244583342e-07,1.415935722e-03,1.345050604e-03,2.691162890e-05,1.371962232e-03,1.166702515e-03,3.568254842e-05,1.202385064e-03,1.840500153e-03,4.534252364e-05,1.885842677e-03,4.521169315e-04,-6.974443198e-05,3.823724995e-04,1.180414450e-03,1.028820264e-04,1.283296476e-03,1.071866988e-03,-4.619285895e-05,1.025674129e-03,7.075930878e-04,9.945390366e-05,8.070469915e-04,-1.038915611e-05,-1.724737340e-05,-2.763652951e-05,1.693560928e-04,3.870520708e-05,2.080612999e-04,2.400668736e-04,-8.090728235e-06,2.319761454e-04,8.359578151e-04,-2.464085301e-05,8.113169621e-04,5.755617902e-04,-9.684611518e-06,5.658771786e-04,1.089636207e-03,2.963581469e-06,1.092599788e-03,9.458905971e-04,1.123455221e-04,1.058236119e-03,9.585485858e-04,3.647475854e-05,9.950233443e-04,1.123089329e-03,6.658736639e-05,1.189676695e-03,1.254071233e-03,5.267549265e-05,1.306746726e-03,1.423583173e-03,6.406242963e-05,1.487645603e-03,2.127913212e-03,1.214225427e-05,2.140055466e-03,1.246663956e-03,1.702108149e-05,1.263685037e-03,2.148546755e-03,1.366272681e-04,2.285174024e-03,1.359762496e-03,-3.310586423e-05,1.326656632e-03
-9.6,1.028275459e-03,8.120882671e-05,1.109484286e-03,4.562080235e-04,8.691274420e-05,5.431207677e-04,1.836557158e-03,1.891628320e-04,2.025719990e-03,4.664936285e-04,-1.219154044e-05,4.543020880e-04,7.012399531e-04,-3.927881198e-05,6.619611412e-04,5.628419166e-04,-6.362644083e-05,4.992154757e-04,6.566714846e-04,-1.028417777e-04,5.538297069e-04,1.425346503e-03,-6.148392531e-05,1.363862578e-03,7.688017577e-04,-8.295499848e-05,6.858467592e-04,1.063162421e-03,-7.443031027e-05,9.887321109e-04,3.693780448e-04,-2.097328567e-05,3.484047591e-04,1.522745043e-03,-7.884636273e-05,1.443898681e-03,1.075215494e-03,-1.462369385e-04,9.289785560e-04,1.418931596e-03,-4.970676590e-06,1.413960919e-03,1.372894553e-03,2.863306495e-05,1.401527618e-03,1.172117875e-03,2.683287616e-05,1.198950752e-03,1.860085583e-03,3.379456456e-05,1.893880147e-03,4.495735400e-04,-6.919335572e-05,3.803801843e-04,1.184643275e-03,9.947458156e-05,1.284117857e-03,1.050628543e-03,-5.299361224e-05,9.976349308e-04,6.643867260e-04,9.880203482e-05,7.631887609e-04,-2.786843513e-05,-2.315373207e-05,-5.102216720e-05,1.705527233e-04,4.567729638e-05,2.162300197e-04,2.226305848e-04,-1.238615288e-05,2.102444319e-04,8.196663387e-04,-2.821255759e-05,7.914537811e-04,5.876011935e-04,-1.205804188e-05,5.755431517e-04,1.100220566e-03,-8.598038334e-06,1.091622527e-03,9.809924408e-04,1.091998347e-04,1.090192275e-03,9.846727745e-04,3.400419103e-05,1.018676965e-03,1.129659194e-03,6.484875334e-05,1.194507947e-03,1.267517693e-03,4.789395322e-05,1.315411646e-03,1.424505893e-03,5.804844829e-05,1.482554342e-03,2.085324516e-03,8.783999031e-06,2.094108515e-03,1.243996284e-03,6.347970133e-06,1.250344254e-03,2.127301929e-03,1.295048372e-04,2.256806766e-03,1.364127608e-03,-3.724292662e-05,1.326884681e-03
-9.5,1.027830672e-03,8.489211298e-05,1.112722785e-03,4.660753445e-04,8.495694623e-05,5.510322908e-04,1.847732517e-03,1.922536568e-04,2.039986174e-03,4.606285345e-04,-1.153365469e-05,4.490948798e-04,6.893628653e-04,-4.060419538e-05,6.487586699e-04,5.522704401e-04,-6.758409538e-05,4.846863447e-04,6.557687713e-04,-1.057254173e-04,5.500433540e-04,1.391131087e-03,-5.966758738e-05,1.331463500e-03,7.820194452e-04,-8.554605261e-05,6.964733926e-04,1.044458076e-03,-7.413599308e-05,9.703220825e-04,3.410394082e-04,-1.857560594e-05,3.224638023e-04,1.517948856e-03,-8.467136497e-05,1.433277491e-03,1.092437055e-03,-1.443621329e-04,9.480749217e-04,1.416219529e-03,-9.591090021e-06,1.406628439e-03,1.396157820e-03,2.987803655e-05,1.426035857e-03,1.171340496e-03,1.801099075e-05,1.189351487e-03,1.871083658e-03,2.240987304e-05,1.893493532e-03,4.415192691e-04,-6.917509042e-05,3.723441786e-04,1.182249485e-03,9.568739252e-05,1.277936877e-03,1.025443933e-03,-5.994991570e-05,9.654940170e-04,6.196417113e-04,9.770579140e-05,7.173475027e-04,-4.810590917e-05,-2.892533975e-05,-7.703124891e-05,1.734646119e-04,5.259531811e-05,2.260599300e-04,2.029385647e-04,-1.638412059e-05,1.865544441e-04,7.981593891e-04,-3.147900202e-05,7.666803871e-04,5.965835469e-04,-1.460333314e-05,5.819802137e-04,1.103989370e-03,-1.994365589e-05,1.084045714e-03,1.010858967e-03,1.059317948e-04,1.116790762e-03,1.006640452e-03,3.147703977e-05,1.038117492e-03,1.130354765e-03,6.282821164e-05,1.193182976e-03,1.275974437e-03,4.293406289e-05,1.318908499e-03,1.418092709e-03,5.157405499e-05,1.469666764e-03,2.034861148e-03,5.633481740e-06,2.040494630e-03,1.235874561e-03,-4.334619437e-06,1.231539942e-03,2.098051009e-03,1.213031645e-04,2.219354173e-03,1.363148180e-03,-4.143439297e-05,1.321713787e-03
-9.4,1.025196290e-03,8.849610681e-05,1.113692397e-03,4.715519098e-04,8.270392737e-05,5.542558371e-04,1.855021576e-03,1.948205087e-04,2.049842084e-03,4.487557968e-04,-1.114584062e-05,4.376099561e-04,6.716747399e-04,-4.200980143e-05,6.296649385e-04,5.381384341e-04,-7.142375019e-05,4.667146839e-04,6.517593873e-04,-1.084579620e-04,5.433014253e-04,1.352194897e-03,-5.772295720e-05,1.294471939e-03,7.898997260e-04,-8.820361821e-05,7.016961078e-04,1.020610679e-03,-7.370531190e-05,9.469053669e-04,3.109100965e-04,-1.624487235e-05,2.946652242e-04,1.506455543e-03,-9.031816989e-05,1.416137373e-03,1.103692845e-03,-1.417369164e-04,9.619559284e-04,1.408104729e-03,-1.402947647e-05,1.394075253e-03,1.414872958e-03,3.064312610e-05,1.445516084e-03,1.164454396e-03,9.273061788e-06,1.173727457e-03,1.873457250e-03,1.126767298e-05,1.884724923e-03,4.281207984e-04,-6.965016542e-05,3.584706330e-04,1.173242263e-03,9.151525096e-05,1.264757514e-03,9.963616741e-04,-6.694148771e-05,9.294201864e-04,5.738392863e-04,9.618021680e-05,6.700195031e-04,-7.074215565e-05,-3.450693402e-05,-1.052490897e-04,1.784292577e-04,5.946714764e-05,2.378964053e-04,1.813513777e-04,-2.006208025e-05,1.612892975e-04,7.717217170e-04,-3.442324816e-05,7.372984689e-04,6.026189262e-04,-1.731470076e-05,5.853042254e-04,1.101008026e-03,-3.098485616e-05,1.070023170e-03,1.035468740e-03,1.025129900e-04,1.137981730e-03,1.024343860e-03,2.889595311e-05,1.053239813e-03,1.125247414e-03,6.051458456e-05,1.185761998e-03,1.279390701e-03,3.781660524e-05,1.317207306e-03,1.404436658e-03,4.468004555e-05,1.449116704e-03,1.976871867e-03,2.722057178e-06,1.979593924e-03,1.222351135e-03,-1.494360377e-05,1.207407531e-03,2.061110683e-03,1.119975357e-04,2.173108218e-03,1.356786751e-03,-4.559310767e-05,1.311193643e-03
-9.3,1.020653199e-03,9.202492492e-05,1.112678124e-03,4.728361027e-04,8.016222878e-05,5.529983315e-04,1.858714424e-03,1.968642270e-04,2.055578651e-03,4.311211123e-04,-1.102717910e-05,4.200939332e-04,6.484128993e-04,-4.348333295e-05,6.049295664e-04,5.205347474e-04,-7.510908215e-05,4.454256653e-04,6.446963388e-04,-1.110184396e-04,5.336778991e-04,1.308809327e-03,-5.570343896e-05,1.253105888e-03,7.924957463e-04,-9.089995814e-05,7.015957882e-04,9.917973257e-04,-7.315232525e-05,9.186450005e-04,2.793801397e-04,-1.397688373e-05,2.654032560e-04,1.488388413e-03,-9.572189573e-05,1.392666517e-03,1.109094184e-03,-1.383771008e-04,9.707170837e-04,1.394699732e-03,-1.823444462e-05,1.376465287e-03,1.429091746e-03,3.093159454e-05,1.460023340e-03,1.151587892e-03,6.731079929e-07,1.152261000e-03,1.867236387e-03,4.429874682e-07,1.867679374e-03,4.095841870e-04,-7.057273673e-05,3.390114502e-04,1.157681326e-03,8.695463120e-05,1.244635957e-03,9.634540391e-04,-7.384045601e-05,8.896135831e-04,5.274793899e-04,9.424595960e-05,6.217253495e-04,-9.538976335e-05,-3.984577544e-05,-1.352355388e-04,1.857699054e-04,6.630204273e-05,2.520719481e-04,1.582475519e-04,-2.340087447e-05,1.348466774e-04,7.406728817e-04,-3.703021671e-05,7.036426650e-04,6.058312222e-04,-2.018564362e-05,5.856455786e-04,1.091405972e-03,-4.163420834e-05,1.049771764e-03,1.054841260e-03,9.891273831e-05,1.153753999e-03,1.037700665e-03,2.626561983e-05,1.063966284e-03,1.114442472e-03,5.789874413e-05,1.172341216e-03,1.277742496e-03,3.256651465e-05,1.310309010e-03,1.383678960e-03,3.741472462e-05,1.421093684e-03,1.911765051e-03,8.013883763e-08,1.911845190e-03,1.203512782e-03,-2.540196773e-05,1.178110814e-03,2.016854809e-03,1.015799887e-04,2.118434798e-03,1.345028300e-03,-4.963132367e-05,1.295396976e-03
-9.2,1.014487004e-03,9.548192469e-05,1.109968929e-03,4.701550372e-04,7.734231042e-05,5.474973476e-04,1.859122557e-03,1.983877228e-04,2.057510280e-03,4.080188639e-04,-1.117513542e-05,3.968437285e-04,6.198584400e-04,-4.501194300e-05,5.748464970e-04,4.995720351e-04,-7.860156701e-05,4.209704681e-04,6.346523779e-04,-1.133861085e-04,5.212662695e-04,1.261271818e-03,-5.366308943e-05,1.207608729e-03,7.898958713e-04,-9.360563458e-05,6.962902367e-04,9.582253158e-04,-7.248973064e-05,8.857355852e-04,2.468502185e-04,-1.176676974e-05,2.350834487e-04,1.463919504e-03,-1.008197601e-04,1.363099744e-03,1.108804342e-03,-1.343164644e-04,9.744878778e-04,1.376147487e-03,-2.216075383e-05,1.353986733e-03,1.438884040e-03,3.075238678e-05,1.469636427e-03,1.132910256e-03,-7.737762707e-06,1.125172493e-03,1.852515577e-03,-9.993419041e-06,1.842522158e-03,3.861531926e-04,-7.189212020e-05,3.142610724e-04,1.135673556e-03,8.200511782e-05,1.217678674e-03,9.268167536e-04,-8.051471850e-05,8.463020351e-04,4.810713449e-04,9.192851220e-05,5.729998571e-04,-1.216396955e-04,-4.489217311e-05,-1.665318686e-04,1.957893093e-04,7.311020769e-05,2.688995170e-04,1.340174890e-04,-2.638484745e-05,1.076326416e-04,7.053629670e-04,-3.928742111e-05,6.660755459e-04,6.063548003e-04,-2.320844002e-05,5.831463603e-04,1.075373269e-03,-5.180500849e-05,1.023568260e-03,1.069033525e-03,9.509980852e-05,1.164133333e-03,1.046652285e-03,2.359306417e-05,1.070245349e-03,1.098076133e-03,5.497397545e-05,1.153050109e-03,1.271031227e-03,2.721192406e-05,1.298243151e-03,1.356003472e-03,2.983478852e-05,1.385838260e-03,1.840000787e-03,-2.262917982e-06,1.837737869e-03,1.179478237e-03,-3.563845486e-05,1.143839782e-03,1.965705584e-03,9.006101389e-05,2.055766598e-03,1.327882358e-03,-5.346435422e-05,1.274418003e-03
-9.1,1.006982697e-03,9.886952696e-05,1.105852224e-03,4.637599015e-04,7.425661253e-05,5.380165140e-04,1.856571683e-03,1.993957953e-04,2.055967478e-03,3.797874931e-04,-1.158548301e-05,3.682020101e-04,5.863317688e-04,-4.658230665e-05,5.397494622e-04,4.753846627e-04,-8.186164507e-05,3.935230176e-04,6.217172713e-04,-1.155405191e-04,5.061767522e-04,1.209900570e-03,-5.165446578e-05,1.158246105e-03,7.822200435e-04,-9.629000044e-05,6.859300431e-04,9.201285886e-04,-7.172877011e-05,8.483998185e-04,2.137242230e-04,-9.609520265e-06,2.041147028e-04,1.433266725e-03,-1.055525468e-04,1.327714178e-03,1.103035213e-03,-1.296072646e-04,9.734279487e-04,1.352617662e-03,-2.577056690e-05,1.326847095e-03,1.444334259e-03,3.011905841e-05,1.474453318e-03,1.108627073e-03,-1.591169890e-05,1.092715374e-03,1.829450251e-03,-1.997523817e-05,1.809475013e-03,3.581065467e-04,-7.355464012e-05,2.845519066e-04,1.107369024e-03,7.667075380e-05,1.184039778e-03,8.865684906e-04,-8.683191972e-05,7.997365709e-04,4.351237195e-04,8.925731005e-05,5.243810295e-04,-1.490686518e-04,-4.959997109e-05,-1.986686229e-04,2.087627108e-04,7.990221268e-05,2.886649235e-04,1.090564017e-04,-2.900184907e-05,8.005455264e-05,6.661671592e-04,-4.118557742e-05,6.249815817e-04,6.043305194e-04,-2.637376587e-05,5.779567535e-04,1.053155499e-03,-6.141178808e-05,9.917437110e-04,1.078135580e-03,9.104398476e-05,1.169179565e-03,1.051161384e-03,2.088756590e-05,1.072048950e-03,1.076311250e-03,5.173648870e-05,1.128047739e-03,1.259281704e-03,2.178293980e-05,1.281064644e-03,1.321630362e-03,2.200595334e-05,1.343636315e-03,1.762081704e-03,-4.279203618e-06,1.757802501e-03,1.150394955e-03,-4.558680092e-05,1.104808154e-03,1.908124025e-03,7.747027469e-05,1.985594300e-03,1.305385072e-03,-5.701515154e-05,1.248369920e-03
